date,start_station_name,avgTemp,season,month,value
2022-02-06,McGinley Square,-0.48,winter,2,1
2022-02-25,McGinley Square,0.08,winter,2,1
2022-02-22,Jersey & 3rd,0.5599999999999999,winter,2,1
2022-02-10,Jersey & 3rd,0.63,winter,2,1
2022-02-16,McGinley Square,0.16,winter,2,1
2022-02-06,McGinley Square,-0.48,winter,2,1
2022-02-18,McGinley Square,0.99,winter,2,1
2022-02-08,McGinley Square,0.41,winter,2,1
2022-02-21,McGinley Square,0.41,winter,2,1
2022-02-22,McGinley Square,0.5599999999999999,winter,2,1
2022-02-12,McGinley Square,1.1800000000000002,winter,2,1
2022-02-17,McGinley Square,1.16,winter,2,1
2022-02-08,McGinley Square,0.41,winter,2,1
2022-02-20,McGinley Square,-0.26,winter,2,1
2022-02-23,McGinley Square,1.44,winter,2,1
2022-02-04,McGinley Square,0.58,winter,2,1
2022-02-02,Jersey & 3rd,0.2299999999999999,winter,2,1
2022-02-24,Jersey & 3rd,0.11,winter,2,1
2022-02-27,Jersey & 3rd,0.24,winter,2,1
2022-02-20,McGinley Square,-0.26,winter,2,1
2022-02-09,Jersey & 3rd,0.2799999999999999,winter,2,1
2022-02-12,Jersey & 3rd,1.1800000000000002,winter,2,1
2022-02-24,McGinley Square,0.11,winter,2,1
2022-02-18,McGinley Square,0.99,winter,2,1
2022-02-14,Jersey & 3rd,-0.43,winter,2,1
2022-02-24,Jersey & 3rd,0.11,winter,2,1
2022-02-05,Jersey & 3rd,-0.2799999999999999,winter,2,1
2022-02-27,Jersey & 3rd,0.24,winter,2,1
2022-02-07,Jersey & 3rd,0.05,winter,2,1
2022-02-04,McGinley Square,0.58,winter,2,1
2022-02-24,McGinley Square,0.11,winter,2,1
2022-02-01,McGinley Square,-0.1699999999999999,winter,2,1
2022-02-01,McGinley Square,-0.1699999999999999,winter,2,1
2022-02-10,McGinley Square,0.63,winter,2,1
2022-02-20,McGinley Square,-0.26,winter,2,1
2022-02-26,Jersey & 3rd,-0.11,winter,2,1
2022-02-01,Jersey & 3rd,-0.1699999999999999,winter,2,1
2022-02-22,Jersey & 3rd,0.5599999999999999,winter,2,1
2022-02-26,McGinley Square,-0.11,winter,2,1
2022-02-05,Jersey & 3rd,-0.2799999999999999,winter,2,1
2022-02-14,McGinley Square,-0.43,winter,2,1
2022-02-20,Jersey & 3rd,-0.26,winter,2,1
2022-02-21,McGinley Square,0.41,winter,2,1
2022-02-24,Jersey & 3rd,0.11,winter,2,1
2022-02-01,7 St & Monroe St,-0.1699999999999999,winter,2,1
2022-02-24,7 St & Monroe St,0.11,winter,2,1
2022-02-22,7 St & Monroe St,0.5599999999999999,winter,2,1
2022-02-26,McGinley Square,-0.11,winter,2,1
2022-02-19,Pershing Field,0.01,winter,2,1
2022-02-18,Bergen Ave & Stegman St,0.99,winter,2,1
2022-03-25,Baldwin at Montgomery,0.96,winter,3,1
2022-03-17,14 St Ferry - 14 St & Shipyard Ln,0.82,winter,3,1
2022-03-09,14 St Ferry - 14 St & Shipyard Ln,0.32,winter,3,1
2022-03-26,14 St Ferry - 14 St & Shipyard Ln,1.04,winter,3,1
2022-03-06,14 St Ferry - 14 St & Shipyard Ln,0.96,winter,3,1
2022-03-30,Mama Johnson Field - 4 St & Jackson St,0.26,winter,3,1
2022-03-13,City Hall,-0.2299999999999999,winter,3,1
2022-03-15,14 St Ferry - 14 St & Shipyard Ln,1.16,winter,3,1
2022-03-07,14 St Ferry - 14 St & Shipyard Ln,1.82,winter,3,1
2022-03-29,City Hall,-0.12,winter,3,1
2022-03-25,Journal Square,0.96,winter,3,1
2022-03-26,City Hall,1.04,winter,3,1
2022-03-04,Liberty Light Rail,-0.19,winter,3,1
2022-03-16,Baldwin at Montgomery,1.36,winter,3,1
2022-03-13,Liberty Light Rail,-0.2299999999999999,winter,3,1
2022-03-11,Liberty Light Rail,0.72,winter,3,1
2022-03-29,Liberty Light Rail,-0.12,winter,3,1
2022-03-16,City Hall,1.36,winter,3,1
2022-03-02,Liberty Light Rail,0.77,winter,3,1
2022-03-07,Oakland Ave,1.82,winter,3,1
2022-03-13,14 St Ferry - 14 St & Shipyard Ln,-0.2299999999999999,winter,3,1
2022-03-03,14 St Ferry - 14 St & Shipyard Ln,0.5599999999999999,winter,3,1
2022-03-15,Mama Johnson Field - 4 St & Jackson St,1.16,winter,3,1
2022-03-20,Jackson Square,1.4300000000000002,winter,3,1
2022-03-15,City Hall,1.16,winter,3,1
2022-03-18,Oakland Ave,1.39,winter,3,1
2022-03-18,City Hall,1.39,winter,3,1
2022-03-07,Baldwin at Montgomery,1.82,winter,3,1
2022-03-03,Liberty Light Rail,0.5599999999999999,winter,3,1
2022-03-03,Baldwin at Montgomery,0.5599999999999999,winter,3,1
2022-03-05,Baldwin at Montgomery,0.31,winter,3,1
2022-03-06,City Hall,0.96,winter,3,1
2022-03-29,Marshall St & 2 St,-0.12,winter,3,1
2022-03-20,14 St Ferry - 14 St & Shipyard Ln,1.4300000000000002,winter,3,1
2022-03-08,Oakland Ave,0.8699999999999999,winter,3,1
2022-03-16,Oakland Ave,1.36,winter,3,1
2022-03-24,Oakland Ave,0.5700000000000001,winter,3,1
2022-03-03,14 St Ferry - 14 St & Shipyard Ln,0.5599999999999999,winter,3,1
2022-03-29,Oakland Ave,-0.12,winter,3,1
2022-03-25,Baldwin at Montgomery,0.96,winter,3,1
2022-03-13,City Hall,-0.2299999999999999,winter,3,1
2022-03-15,Liberty Light Rail,1.16,winter,3,1
2022-03-28,Mama Johnson Field - 4 St & Jackson St,-0.15,winter,3,1
2022-03-26,6 St & Grand St,1.04,winter,3,1
2022-03-26,6 St & Grand St,1.04,winter,3,1
2022-03-26,6 St & Grand St,1.04,winter,3,1
2022-03-26,City Hall,1.04,winter,3,1
2022-03-03,14 St Ferry - 14 St & Shipyard Ln,0.5599999999999999,winter,3,1
2022-03-08,Baldwin at Montgomery,0.8699999999999999,winter,3,1
2022-03-28,Mama Johnson Field - 4 St & Jackson St,-0.15,winter,3,1
2022-03-29,Journal Square,-0.12,winter,3,1
2022-03-08,14 St Ferry - 14 St & Shipyard Ln,0.8699999999999999,winter,3,1
2022-03-19,Baldwin at Montgomery,1.31,winter,3,1
2022-03-06,14 St Ferry - 14 St & Shipyard Ln,0.96,winter,3,1
2022-03-17,14 St Ferry - 14 St & Shipyard Ln,0.82,winter,3,1
2022-03-22,Journal Square,1.0699999999999998,winter,3,1
2022-03-27,Glenwood Ave,0.5900000000000001,winter,3,1
2022-03-14,Grove St PATH,0.53,winter,3,1
2022-03-15,5 Corners Library,1.16,winter,3,1
2022-03-30,Grove St PATH,0.26,winter,3,1
2022-03-01,Grove St PATH,0.26,winter,3,1
2022-03-11,Grove St PATH,0.72,winter,3,1
2022-03-05,City Hall,0.31,winter,3,1
2022-03-04,Glenwood Ave,-0.19,winter,3,1
2022-03-31,Marshall St & 2 St,0.99,winter,3,1
2022-03-13,Marshall St & 2 St,-0.2299999999999999,winter,3,1
2022-03-23,Glenwood Ave,0.72,winter,3,1
2022-03-10,Grove St PATH,0.4,winter,3,1
2022-03-25,Grove St PATH,0.96,winter,3,1
2022-03-27,Grove St PATH,0.5900000000000001,winter,3,1
2022-03-17,14 St Ferry - 14 St & Shipyard Ln,0.82,winter,3,1
2022-03-10,Liberty Light Rail,0.4,winter,3,1
2022-03-05,Liberty Light Rail,0.31,winter,3,1
2022-03-14,Grove St PATH,0.53,winter,3,1
2022-03-20,Journal Square,1.4300000000000002,winter,3,1
2022-03-08,Journal Square,0.8699999999999999,winter,3,1
2022-03-23,14 St Ferry - 14 St & Shipyard Ln,0.72,winter,3,1
2022-03-08,14 St Ferry - 14 St & Shipyard Ln,0.8699999999999999,winter,3,1
2022-03-14,Glenwood Ave,0.53,winter,3,1
2022-03-21,14 St Ferry - 14 St & Shipyard Ln,1.04,winter,3,1
2022-03-08,14 St Ferry - 14 St & Shipyard Ln,0.8699999999999999,winter,3,1
2022-03-03,5 Corners Library,0.5599999999999999,winter,3,1
2022-03-19,Hilltop,1.31,winter,3,1
2022-03-02,Grove St PATH,0.77,winter,3,1
2022-03-25,City Hall,0.96,winter,3,1
2022-03-02,7 St & Monroe St,0.77,winter,3,1
2022-03-02,Marin Light Rail,0.77,winter,3,1
2022-03-22,City Hall,1.0699999999999998,winter,3,1
2022-03-22,South Waterfront Walkway - Sinatra Dr & 1 St,1.0699999999999998,winter,3,1
2022-03-31,Adams St & 2 St,0.99,winter,3,1
2022-03-15,Columbus Park - Clinton St & 9 St,1.16,winter,3,1
2022-03-31,Clinton St & 7 St,0.99,winter,3,1
2022-03-21,Columbus Drive,1.04,winter,3,1
2022-03-28,Marin Light Rail,-0.15,winter,3,1
2022-03-25,Marin Light Rail,0.96,winter,3,1
2022-03-03,Marin Light Rail,0.5599999999999999,winter,3,1
2022-03-29,14 St Ferry - 14 St & Shipyard Ln,-0.12,winter,3,1
2022-03-16,Marin Light Rail,1.36,winter,3,1
2022-03-16,Marshall St & 2 St,1.36,winter,3,1
2022-03-21,Marshall St & 2 St,1.04,winter,3,1
2022-03-21,6 St & Grand St,1.04,winter,3,1
2022-03-22,Columbus Park - Clinton St & 9 St,1.0699999999999998,winter,3,1
2022-03-06,Bloomfield St & 15 St,0.96,winter,3,1
2022-03-15,Clinton St & 7 St,1.16,winter,3,1
2022-03-17,Bloomfield St & 15 St,0.82,winter,3,1
2022-03-22,Adams St & 2 St,1.0699999999999998,winter,3,1
2022-03-27,Marshall St & 2 St,0.5900000000000001,winter,3,1
2022-03-31,Marin Light Rail,0.99,winter,3,1
2022-03-01,Bloomfield St & 15 St,0.26,winter,3,1
2022-03-11,Bloomfield St & 15 St,0.72,winter,3,1
2022-03-31,11 St & Washington St,0.99,winter,3,1
2022-03-08,11 St & Washington St,0.8699999999999999,winter,3,1
2022-03-22,11 St & Washington St,1.0699999999999998,winter,3,1
2022-03-31,8 St & Washington St,0.99,winter,3,1
2022-03-05,Clinton St & 7 St,0.31,winter,3,1
2022-03-03,Journal Square,0.5599999999999999,winter,3,1
2022-03-27,Baldwin at Montgomery,0.5900000000000001,winter,3,1
2022-03-07,City Hall,1.82,winter,3,1
2022-03-03,Oakland Ave,0.5599999999999999,winter,3,1
2022-03-18,Baldwin at Montgomery,1.39,winter,3,1
2022-03-18,Grove St PATH,1.39,winter,3,1
2022-03-29,Journal Square,-0.12,winter,3,1
2022-03-26,7 St & Monroe St,1.04,winter,3,1
2022-03-14,Adams St & 2 St,0.53,winter,3,1
2022-03-14,Adams St & 2 St,0.53,winter,3,1
2022-03-07,Adams St & 2 St,1.82,winter,3,1
2022-03-23,11 St & Washington St,0.72,winter,3,1
2022-03-03,11 St & Washington St,0.5599999999999999,winter,3,1
2022-03-19,8 St & Washington St,1.31,winter,3,1
2022-03-14,Journal Square,0.53,winter,3,1
2022-03-15,Journal Square,1.16,winter,3,1
2022-03-08,Journal Square,0.8699999999999999,winter,3,1
2022-03-08,Journal Square,0.8699999999999999,winter,3,1
2022-03-01,Journal Square,0.26,winter,3,1
2022-03-31,Journal Square,0.99,winter,3,1
2022-03-17,Marin Light Rail,0.82,winter,3,1
2022-03-21,Marin Light Rail,1.04,winter,3,1
2022-03-04,Brunswick St,-0.19,winter,3,1
2022-03-02,Brunswick St,0.77,winter,3,1
2022-03-15,Marin Light Rail,1.16,winter,3,1
2022-03-07,Heights Elevator,1.82,winter,3,1
2022-03-23,7 St & Monroe St,0.72,winter,3,1
2022-03-22,8 St & Washington St,1.0699999999999998,winter,3,1
2022-03-21,8 St & Washington St,1.04,winter,3,1
2022-03-31,Heights Elevator,0.99,winter,3,1
2022-03-01,6 St & Grand St,0.26,winter,3,1
2022-03-02,8 St & Washington St,0.77,winter,3,1
2022-03-01,Heights Elevator,0.26,winter,3,1
2022-03-14,Marshall St & 2 St,0.53,winter,3,1
2022-03-04,7 St & Monroe St,-0.19,winter,3,1
2022-03-15,Adams St & 2 St,1.16,winter,3,1
2022-03-26,Grove St PATH,1.04,winter,3,1
2022-03-19,Baldwin at Montgomery,1.31,winter,3,1
2022-03-16,Baldwin at Montgomery,1.36,winter,3,1
2022-03-14,Marin Light Rail,0.53,winter,3,1
2022-03-17,Marin Light Rail,0.82,winter,3,1
2022-03-29,Baldwin at Montgomery,-0.12,winter,3,1
2022-03-23,Jackson Square,0.72,winter,3,1
2022-03-02,Jackson Square,0.77,winter,3,1
2022-03-03,Glenwood Ave,0.5599999999999999,winter,3,1
2022-03-07,Glenwood Ave,1.82,winter,3,1
2022-03-21,Grant Ave & MLK Dr,1.04,winter,3,1
2022-03-02,Glenwood Ave,0.77,winter,3,1
2022-03-10,Glenwood Ave,0.4,winter,3,1
2022-03-25,14 St Ferry - 14 St & Shipyard Ln,0.96,winter,3,1
2022-03-10,Baldwin at Montgomery,0.4,winter,3,1
2022-03-22,Baldwin at Montgomery,1.0699999999999998,winter,3,1
2022-03-24,Baldwin at Montgomery,0.5700000000000001,winter,3,1
2022-03-03,Baldwin at Montgomery,0.5599999999999999,winter,3,1
2022-03-25,Baldwin at Montgomery,0.96,winter,3,1
2022-03-02,Glenwood Ave,0.77,winter,3,1
2022-03-22,Glenwood Ave,1.0699999999999998,winter,3,1
2022-03-05,Glenwood Ave,0.31,winter,3,1
2022-03-14,Glenwood Ave,0.53,winter,3,1
2022-03-28,5 Corners Library,-0.15,winter,3,1
2022-03-30,5 Corners Library,0.26,winter,3,1
2022-03-25,5 Corners Library,0.96,winter,3,1
2022-03-19,Baldwin at Montgomery,1.31,winter,3,1
2022-03-14,Baldwin at Montgomery,0.53,winter,3,1
2022-03-31,Heights Elevator,0.99,winter,3,1
2022-03-10,Lincoln Park,0.4,winter,3,1
2022-03-30,Astor Place,0.26,winter,3,1
2022-03-21,Astor Place,1.04,winter,3,1
2022-03-09,Astor Place,0.32,winter,3,1
2022-03-23,City Hall,0.72,winter,3,1
2022-03-22,Bergen Ave & Stegman St,1.0699999999999998,winter,3,1
2022-03-11,14 St Ferry - 14 St & Shipyard Ln,0.72,winter,3,1
2022-03-11,Liberty Light Rail,0.72,winter,3,1
2022-03-22,City Hall,1.0699999999999998,winter,3,1
2022-03-05,Liberty Light Rail,0.31,winter,3,1
2022-03-02,Lincoln Park,0.77,winter,3,1
2022-03-19,JC Medical Center,1.31,winter,3,1
2022-03-21,Grove St PATH,1.04,winter,3,1
2022-03-29,Journal Square,-0.12,winter,3,1
2022-03-12,14 St Ferry - 14 St & Shipyard Ln,0.51,winter,3,1
2022-03-05,14 St Ferry - 14 St & Shipyard Ln,0.31,winter,3,1
2022-03-02,Marshall St & 2 St,0.77,winter,3,1
2022-03-05,14 St Ferry - 14 St & Shipyard Ln,0.31,winter,3,1
2022-03-03,Oakland Ave,0.5599999999999999,winter,3,1
2022-03-05,Journal Square,0.31,winter,3,1
2022-03-01,Marshall St & 2 St,0.26,winter,3,1
2022-03-03,Marshall St & 2 St,0.5599999999999999,winter,3,1
2022-03-19,Marshall St & 2 St,1.31,winter,3,1
2022-03-23,14 St Ferry - 14 St & Shipyard Ln,0.72,winter,3,1
2022-03-11,14 St Ferry - 14 St & Shipyard Ln,0.72,winter,3,1
2022-03-04,Journal Square,-0.19,winter,3,1
2022-03-22,6 St & Grand St,1.0699999999999998,winter,3,1
2022-03-10,6 St & Grand St,0.4,winter,3,1
2022-03-22,6 St & Grand St,1.0699999999999998,winter,3,1
2022-03-25,6 St & Grand St,0.96,winter,3,1
2022-03-10,6 St & Grand St,0.4,winter,3,1
2022-03-16,6 St & Grand St,1.36,winter,3,1
2022-03-21,Marshall St & 2 St,1.04,winter,3,1
2022-03-01,6 St & Grand St,0.26,winter,3,1
2022-03-21,7 St & Monroe St,1.04,winter,3,1
2022-03-20,5 Corners Library,1.4300000000000002,winter,3,1
2022-03-23,7 St & Monroe St,0.72,winter,3,1
2022-03-17,7 St & Monroe St,0.82,winter,3,1
2022-03-18,Adams St & 2 St,1.39,winter,3,1
2022-03-19,7 St & Monroe St,1.31,winter,3,1
2022-03-31,7 St & Monroe St,0.99,winter,3,1
2022-03-15,Baldwin at Montgomery,1.16,winter,3,1
2022-03-31,8 St & Washington St,0.99,winter,3,1
2022-03-22,8 St & Washington St,1.0699999999999998,winter,3,1
2022-03-30,8 St & Washington St,0.26,winter,3,1
2022-03-26,11 St & Washington St,1.04,winter,3,1
2022-03-26,Columbus Park - Clinton St & 9 St,1.04,winter,3,1
2022-03-18,Adams St & 2 St,1.39,winter,3,1
2022-03-11,South Waterfront Walkway - Sinatra Dr & 1 St,0.72,winter,3,1
2022-03-06,South Waterfront Walkway - Sinatra Dr & 1 St,0.96,winter,3,1
2022-03-23,7 St & Monroe St,0.72,winter,3,1
2022-03-06,South Waterfront Walkway - Sinatra Dr & 1 St,0.96,winter,3,1
2022-03-22,6 St & Grand St,1.0699999999999998,winter,3,1
2022-03-01,Adams St & 11 St,0.26,winter,3,1
2022-03-10,7 St & Monroe St,0.4,winter,3,1
2022-03-01,Astor Place,0.26,winter,3,1
2022-03-14,Astor Place,0.53,winter,3,1
2022-03-17,Astor Place,0.82,winter,3,1
2022-03-13,Hilltop,-0.2299999999999999,winter,3,1
2022-03-23,Astor Place,0.72,winter,3,1
2022-03-07,Astor Place,1.82,winter,3,1
2022-03-16,Lincoln Park,1.36,winter,3,1
2022-03-23,Lincoln Park,0.72,winter,3,1
2022-03-16,Astor Place,1.36,winter,3,1
2022-03-26,Lincoln Park,1.04,winter,3,1
2022-03-02,Brunswick St,0.77,winter,3,1
2022-03-14,Brunswick St,0.53,winter,3,1
2022-03-08,Lincoln Park,0.8699999999999999,winter,3,1
2022-03-28,Lincoln Park,-0.15,winter,3,1
2022-03-22,Lincoln Park,1.0699999999999998,winter,3,1
2022-03-19,Adams St & 2 St,1.31,winter,3,1
2022-03-22,Clinton St & 7 St,1.0699999999999998,winter,3,1
2022-03-24,Lincoln Park,0.5700000000000001,winter,3,1
2022-03-26,Lincoln Park,1.04,winter,3,1
2022-03-03,8 St & Washington St,0.5599999999999999,winter,3,1
2022-03-11,Lincoln Park,0.72,winter,3,1
2022-03-26,7 St & Monroe St,1.04,winter,3,1
2022-03-29,7 St & Monroe St,-0.12,winter,3,1
2022-03-01,Southwest Park - Jackson St & Observer Hwy,0.26,winter,3,1
2022-03-03,Lincoln Park,0.5599999999999999,winter,3,1
2022-03-11,Columbus Park - Clinton St & 9 St,0.72,winter,3,1
2022-03-22,6 St & Grand St,1.0699999999999998,winter,3,1
2022-03-20,Brunswick St,1.4300000000000002,winter,3,1
2022-03-07,6 St & Grand St,1.82,winter,3,1
2022-03-09,Grove St PATH,0.32,winter,3,1
2022-03-21,Liberty Light Rail,1.04,winter,3,1
2022-03-05,City Hall,0.31,winter,3,1
2022-03-08,Columbus Park - Clinton St & 9 St,0.8699999999999999,winter,3,1
2022-03-07,Liberty Light Rail,1.82,winter,3,1
2022-03-21,City Hall,1.04,winter,3,1
2022-03-10,Hilltop,0.4,winter,3,1
2022-03-18,Columbus Park - Clinton St & 9 St,1.39,winter,3,1
2022-03-26,8 St & Washington St,1.04,winter,3,1
2022-03-19,6 St & Grand St,1.31,winter,3,1
2022-03-01,Brunswick St,0.26,winter,3,1
2022-03-17,Baldwin at Montgomery,0.82,winter,3,1
2022-03-01,City Hall,0.26,winter,3,1
2022-03-30,City Hall,0.26,winter,3,1
2022-03-01,Liberty Light Rail,0.26,winter,3,1
2022-03-15,Liberty Light Rail,1.16,winter,3,1
2022-03-16,Liberty Light Rail,1.36,winter,3,1
2022-03-06,City Hall,0.96,winter,3,1
2022-03-02,Liberty Light Rail,0.77,winter,3,1
2022-03-18,Liberty Light Rail,1.39,winter,3,1
2022-03-16,Liberty Light Rail,1.36,winter,3,1
2022-03-21,Liberty Light Rail,1.04,winter,3,1
2022-03-25,City Hall,0.96,winter,3,1
2022-03-06,City Hall,0.96,winter,3,1
2022-03-06,Liberty Light Rail,0.96,winter,3,1
2022-03-19,Liberty Light Rail,1.31,winter,3,1
2022-03-16,Liberty Light Rail,1.36,winter,3,1
2022-03-19,Liberty Light Rail,1.31,winter,3,1
2022-03-14,Liberty Light Rail,0.53,winter,3,1
2022-03-01,City Hall,0.26,winter,3,1
2022-03-19,Liberty Light Rail,1.31,winter,3,1
2022-03-02,Liberty Light Rail,0.77,winter,3,1
2022-03-05,Liberty Light Rail,0.31,winter,3,1
2022-03-15,City Hall,1.16,winter,3,1
2022-03-15,Liberty Light Rail,1.16,winter,3,1
2022-03-22,City Hall,1.0699999999999998,winter,3,1
2022-03-26,5 Corners Library,1.04,winter,3,1
2022-03-01,Liberty Light Rail,0.26,winter,3,1
2022-03-27,Jackson Square,0.5900000000000001,winter,3,1
2022-03-20,Liberty Light Rail,1.4300000000000002,winter,3,1
2022-03-30,City Hall,0.26,winter,3,1
2022-03-06,JC Medical Center,0.96,winter,3,1
2022-03-15,City Hall,1.16,winter,3,1
2022-03-30,Columbus Park - Clinton St & 9 St,0.26,winter,3,1
2022-03-31,Columbus Park - Clinton St & 9 St,0.99,winter,3,1
2022-03-08,Columbus Park - Clinton St & 9 St,0.8699999999999999,winter,3,1
2022-03-26,7 St & Monroe St,1.04,winter,3,1
2022-03-25,Columbus Park - Clinton St & 9 St,0.96,winter,3,1
2022-03-09,Columbus Park - Clinton St & 9 St,0.32,winter,3,1
2022-03-11,Columbus Park - Clinton St & 9 St,0.72,winter,3,1
2022-03-19,Bloomfield St & 15 St,1.31,winter,3,1
2022-03-07,Bloomfield St & 15 St,1.82,winter,3,1
2022-03-25,Clinton St & 7 St,0.96,winter,3,1
2022-03-16,Bloomfield St & 15 St,1.36,winter,3,1
2022-03-14,Clinton St & 7 St,0.53,winter,3,1
2022-03-21,Clinton St & 7 St,1.04,winter,3,1
2022-03-13,8 St & Washington St,-0.2299999999999999,winter,3,1
2022-03-25,8 St & Washington St,0.96,winter,3,1
2022-03-07,8 St & Washington St,1.82,winter,3,1
2022-03-07,8 St & Washington St,1.82,winter,3,1
2022-03-27,8 St & Washington St,0.5900000000000001,winter,3,1
2022-03-18,11 St & Washington St,1.39,winter,3,1
2022-03-01,11 St & Washington St,0.26,winter,3,1
2022-03-25,8 St & Washington St,0.96,winter,3,1
2022-03-09,8 St & Washington St,0.32,winter,3,1
2022-03-14,8 St & Washington St,0.53,winter,3,1
2022-03-15,8 St & Washington St,1.16,winter,3,1
2022-03-23,8 St & Washington St,0.72,winter,3,1
2022-03-14,11 St & Washington St,0.53,winter,3,1
2022-03-03,8 St & Washington St,0.5599999999999999,winter,3,1
2022-03-29,8 St & Washington St,-0.12,winter,3,1
2022-03-15,11 St & Washington St,1.16,winter,3,1
2022-03-03,8 St & Washington St,0.5599999999999999,winter,3,1
2022-03-01,8 St & Washington St,0.26,winter,3,1
2022-03-30,8 St & Washington St,0.26,winter,3,1
2022-03-04,8 St & Washington St,-0.19,winter,3,1
2022-03-21,11 St & Washington St,1.04,winter,3,1
2022-03-08,11 St & Washington St,0.8699999999999999,winter,3,1
2022-03-15,8 St & Washington St,1.16,winter,3,1
2022-03-03,8 St & Washington St,0.5599999999999999,winter,3,1
2022-03-19,8 St & Washington St,1.31,winter,3,1
2022-03-28,11 St & Washington St,-0.15,winter,3,1
2022-03-14,8 St & Washington St,0.53,winter,3,1
2022-03-24,South Waterfront Walkway - Sinatra Dr & 1 St,0.5700000000000001,winter,3,1
2022-03-15,Adams St & 2 St,1.16,winter,3,1
2022-03-29,Adams St & 2 St,-0.12,winter,3,1
2022-03-20,Columbus Park - Clinton St & 9 St,1.4300000000000002,winter,3,1
2022-03-30,8 St & Washington St,0.26,winter,3,1
2022-03-14,8 St & Washington St,0.53,winter,3,1
2022-03-11,Adams St & 2 St,0.72,winter,3,1
2022-03-20,Adams St & 2 St,1.4300000000000002,winter,3,1
2022-03-19,Columbus Park - Clinton St & 9 St,1.31,winter,3,1
2022-03-22,Adams St & 2 St,1.0699999999999998,winter,3,1
2022-03-09,Adams St & 2 St,0.32,winter,3,1
2022-03-19,South Waterfront Walkway - Sinatra Dr & 1 St,1.31,winter,3,1
2022-03-19,South Waterfront Walkway - Sinatra Dr & 1 St,1.31,winter,3,1
2022-03-18,14 St Ferry - 14 St & Shipyard Ln,1.39,winter,3,1
2022-03-15,14 St Ferry - 14 St & Shipyard Ln,1.16,winter,3,1
2022-03-25,14 St Ferry - 14 St & Shipyard Ln,0.96,winter,3,1
2022-03-11,14 St Ferry - 14 St & Shipyard Ln,0.72,winter,3,1
2022-03-25,Adams St & 2 St,0.96,winter,3,1
2022-03-22,14 St Ferry - 14 St & Shipyard Ln,1.0699999999999998,winter,3,1
2022-03-07,Clinton St & 7 St,1.82,winter,3,1
2022-03-28,Bloomfield St & 15 St,-0.15,winter,3,1
2022-03-25,11 St & Washington St,0.96,winter,3,1
2022-03-11,Columbus Park - Clinton St & 9 St,0.72,winter,3,1
2022-03-26,South Waterfront Walkway - Sinatra Dr & 1 St,1.04,winter,3,1
2022-03-21,South Waterfront Walkway - Sinatra Dr & 1 St,1.04,winter,3,1
2022-03-16,7 St & Monroe St,1.36,winter,3,1
2022-03-10,Glenwood Ave,0.4,winter,3,1
2022-03-06,Journal Square,0.96,winter,3,1
2022-03-19,7 St & Monroe St,1.31,winter,3,1
2022-03-21,Grove St PATH,1.04,winter,3,1
2022-03-29,Grove St PATH,-0.12,winter,3,1
2022-03-18,Grove St PATH,1.39,winter,3,1
2022-03-24,Dixon Mills,0.5700000000000001,winter,3,1
2022-03-06,Bloomfield St & 15 St,0.96,winter,3,1
2022-03-04,Columbus Park - Clinton St & 9 St,-0.19,winter,3,1
2022-03-22,Grove St PATH,1.0699999999999998,winter,3,1
2022-03-25,South Waterfront Walkway - Sinatra Dr & 1 St,0.96,winter,3,1
2022-03-20,Columbus Park - Clinton St & 9 St,1.4300000000000002,winter,3,1
2022-03-24,Columbus Park - Clinton St & 9 St,0.5700000000000001,winter,3,1
2022-03-26,Journal Square,1.04,winter,3,1
2022-03-09,Jackson Square,0.32,winter,3,1
2022-03-25,City Hall,0.96,winter,3,1
2022-03-01,14 St Ferry - 14 St & Shipyard Ln,0.26,winter,3,1
2022-03-06,City Hall,0.96,winter,3,1
2022-03-17,14 St Ferry - 14 St & Shipyard Ln,0.82,winter,3,1
2022-03-24,Liberty Light Rail,0.5700000000000001,winter,3,1
2022-03-20,Bloomfield St & 15 St,1.4300000000000002,winter,3,1
2022-03-18,Liberty Light Rail,1.39,winter,3,1
2022-03-26,11 St & Washington St,1.04,winter,3,1
2022-03-22,8 St & Washington St,1.0699999999999998,winter,3,1
2022-03-31,Marshall St & 2 St,0.99,winter,3,1
2022-03-08,Mama Johnson Field - 4 St & Jackson St,0.8699999999999999,winter,3,1
2022-03-16,Marshall St & 2 St,1.36,winter,3,1
2022-03-16,Marshall St & 2 St,1.36,winter,3,1
2022-03-14,South Waterfront Walkway - Sinatra Dr & 1 St,0.53,winter,3,1
2022-03-13,Clinton St & 7 St,-0.2299999999999999,winter,3,1
2022-03-20,Columbus Park - Clinton St & 9 St,1.4300000000000002,winter,3,1
2022-03-20,South Waterfront Walkway - Sinatra Dr & 1 St,1.4300000000000002,winter,3,1
2022-03-14,JC Medical Center,0.53,winter,3,1
2022-03-24,Journal Square,0.5700000000000001,winter,3,1
2022-03-14,5 Corners Library,0.53,winter,3,1
2022-03-08,5 Corners Library,0.8699999999999999,winter,3,1
2022-03-29,5 Corners Library,-0.12,winter,3,1
2022-03-16,Heights Elevator,1.36,winter,3,1
2022-03-10,South Waterfront Walkway - Sinatra Dr & 1 St,0.4,winter,3,1
2022-03-22,8 St & Washington St,1.0699999999999998,winter,3,1
2022-03-23,8 St & Washington St,0.72,winter,3,1
2022-03-30,Marin Light Rail,0.26,winter,3,1
